0.13 3.92 2.3 0.13
1.56 0.45 1.5 0.45
1.65 1.79 1.23 1.31
0.76 1.71 0.85 0.76
3.26 3.46 1.74 12.72
1.82 1.82 1.07 1.64
2.79 2.29 2.21 2.89
7.33 2.66 3.03 1.58
1.1 4.44 0.32 4.44
1.62 1.59 1.55 0.52
1.64 1.57 1.64 1.57
