5.19	5.19000000002075
5.7	5.70000000000755
7.78	7.78000000000293
7.78	7.78000000000293
4.7608757587496	4.7608757587451
4.7608757587496	4.7608757587451
4.63787137203308	4.63787137202246
4	3.9999999999784
6.26	6.25999999996725
4	3.99999999996953
4	3.99999999997044
6.67	6.66999999998632
4.19690291550856	4.19690291550262
4.19690291550856	4.19690291550262
4.05480999123303	4.05480999119845
4.60489968747322	4.64782769405929
4.69075570064205	4.64782769405929
4.62282122007243	4.67020170675426
4.71758219344932	4.67020170675426
4.13131561612361	4.06565780806432
4	4.06565780806432
5.36	5.27499999999247
5.19	5.27499999999247
5.36494687258062	5.41994687257716
5.47494687258062	5.41994687257716
6.5	6.60499999999036
6.71	6.60499999999036
6.25	6.13499999998874
6.02	6.13499999998874
4	3.9999999999809
6.84	6.83999999997661
4	4.00000000000898
6.09	6.09000000000447
4	5.05000000000257
6.1	5.05000000000257
5.88	5.87500000000455
5.87	5.87500000000455
6.32	6.34666666667181
6.37	6.34666666667181
6.35	6.34666666667181
6.78	6.78000000000816
6.39	6.33500000000765
6.28	6.33500000000765
6.01	6.5310765649798
5.56	5.54000000000724
5.52	5.54000000000724
5.57	5.64999999999668
5.73	5.64999999999668
6.6	6.60999999999547
6.62	6.60999999999547
6.61	6.60999999999547
6.9	6.90000000000293
6.81	6.5310765649798
6.49	6.5310765649798
6.24	6.23000000000297
6.22	6.23000000000297
6.81430625990912	6.5310765649798
6.5	6.49999999999432
6.5	6.49999999999432
7.48	7.47999999999684
7.48	7.47999999999684
6.21	6.2100000000263
5.93	5.93000000003258
5.82	5.82000000001881
5.13	5.13000000001273
5.37	5.37000000000137
5.37	5.37000000000137
6.61	6.60999999999399
5.32	5.31999999999982
6.72	6.71999999999844
6.72	6.71999999999844
6.48	6.48000000001082
6.48	6.48000000001082
5.74	5.74000000000092
5.74	5.74000000000092
5.58	5.58000000001141
5.58	5.58000000001141
10.33	10.3300000000456

